fixture_id,match_date,team,player,player_key,squad_position,expected_lineup_position,expected_lineup_formation,lineup_confidence,is_expected_starter,availability_status,availability_weight,expected_starter_availability_weight,is_unavailable,is_doubtful,has_injury_report,injury_status_raw,injury_reason,report_date,expected_return_date,club,caps,goals,age,birth_date,official_squad_source,expected_lineup_source,injury_source,in_official_squad,player_match_key
760462,2026-06-24,Bosnia and Herzegovina,Nihad Mujakić,nihad mujakic,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Gaziantep,12,1,28.0,1998-04-15,official_wikipedia_squads,espn_official_lineups,,True,760462|Bosnia and Herzegovina|nihad mujakic
760462,2026-06-24,Bosnia and Herzegovina,Samed Baždar,samed bazdar,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Jagiellonia Białystok,13,1,22.0,2004-01-31,official_wikipedia_squads,espn_official_lineups,,True,760462|Bosnia and Herzegovina|samed bazdar
760462,2026-06-24,Bosnia and Herzegovina,Tarik Muharemović,tarik muharemovic,DF,,,,False,available,1.0,0.0,False,False,False,,,,,Sassuolo,14,1,23.0,2003-02-28,official_wikipedia_squads,,,True,760462|Bosnia and Herzegovina|tarik muharemovic
760462,2026-06-24,Qatar,Ahmed Fathy,ahmed fathy,MF,CM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Arabi,48,0,33.0,1993-01-25,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|ahmed fathy
760462,2026-06-24,Qatar,Akram Afif,akram afif,FW,FW,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Sadd,125,39,29.0,1996-11-18,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|akram afif
760462,2026-06-24,Qatar,Boualem Khoukhi,boualem khoukhi,DF,CD-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Sadd,116,20,35.0,1990-07-09,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|boualem khoukhi
760462,2026-06-24,Qatar,Edmilson Junior,edmilson junior,FW,RF,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Duhail,16,0,31.0,1994-08-19,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|edmilson junior
760462,2026-06-24,Qatar,Hassan Al-Haydos,hassan al haydos,FW,LF,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Sadd,186,41,35.0,1990-12-11,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|hassan al haydos
760462,2026-06-24,Qatar,Issa Laye,issa laye,DF,CD-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Arabi,4,0,28.0,1997-12-22,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|issa laye
760462,2026-06-24,Qatar,Jassem Gaber,jassem gaber,DF,RM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Rayyan,32,1,24.0,2002-02-20,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|jassem gaber
760462,2026-06-24,Qatar,Karim Boudiaf,karim boudiaf,MF,LM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Duhail,118,5,35.0,1990-09-16,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|karim boudiaf
760462,2026-06-24,Qatar,Pedro Miguel,pedro miguel,DF,RB,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Sadd,105,3,35.0,1990-08-06,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|pedro miguel
760462,2026-06-24,Qatar,Sultan Al-Brake,sultan al brake,DF,LB,,1.0,True,available,1.0,1.0,False,False,False,,,,,Al-Duhail,17,0,30.0,1996-04-07,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|sultan al brake
760462,2026-06-24,Qatar,Abdulaziz Hatem,abdulaziz hatem,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Rayyan,117,11,36.0,1990-01-01,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|abdulaziz hatem
760462,2026-06-24,Qatar,Ahmed Al-Ganehi,ahmed al ganehi,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Gharafa,13,1,25.0,2000-09-22,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|ahmed al ganehi
760462,2026-06-24,Qatar,Ahmed Alaaeldin,ahmed alaaeldin,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Rayyan,68,9,33.0,1993-01-31,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|ahmed alaaeldin
760462,2026-06-24,Qatar,Al-Hashmi Al-Hussain,al hashmi al hussain,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Arabi,8,0,22.0,2003-08-15,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|al hashmi al hussain
760462,2026-06-24,Qatar,Almoez Ali,almoez ali,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Duhail,115,55,29.0,1996-08-19,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|almoez ali
760462,2026-06-24,Qatar,Assim Madibo,assim madibo,MF,,,,False,available,1.0,0.0,False,False,False,,,,,Al-Wakrah,51,0,29.0,1996-10-22,official_wikipedia_squads,,,True,760462|Qatar|assim madibo
760462,2026-06-24,Qatar,Ayoub Al-Oui,ayoub al oui,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Gharafa,6,0,21.0,2005-03-11,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|ayoub al oui
760462,2026-06-24,Qatar,Homam Ahmed,homam ahmed,DF,,,,False,available,1.0,0.0,False,False,False,,,,,Cultural Leonesa,68,3,26.0,1999-08-25,official_wikipedia_squads,,,True,760462|Qatar|homam ahmed
760462,2026-06-24,Qatar,Lucas Mendes,lucas mendes,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Wakrah,25,1,35.0,1990-07-03,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|lucas mendes
760462,2026-06-24,Qatar,Mahmud Abunada,mahmud abunada,GK,,,,False,available,1.0,0.0,False,False,False,,,,,Al-Rayyan,5,0,26.0,2000-02-05,official_wikipedia_squads,,,True,760462|Qatar|mahmud abunada
760462,2026-06-24,Qatar,Meshaal Barsham,meshaal barsham,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Sadd,52,0,28.0,1998-02-14,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|meshaal barsham
760462,2026-06-24,Qatar,Mohamed Manai,mohamed manai,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Shamal,10,0,23.0,2002-10-25,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|mohamed manai
760462,2026-06-24,Qatar,Mohammed Muntari,mohammed muntari,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Gharafa,67,16,32.0,1993-12-20,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|mohammed muntari
760462,2026-06-24,Qatar,Salah Zakaria,salah zakaria,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Duhail,8,0,27.0,1999-04-24,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|salah zakaria
760462,2026-06-24,Qatar,Tahsin Jamshid,tahsin jamshid,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Duhail,3,0,19.0,2006-06-16,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|tahsin jamshid
760462,2026-06-24,Qatar,Yusuf Abdurisag,yusuf abdurisag,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Al-Wakrah,39,3,26.0,1999-08-06,official_wikipedia_squads,espn_official_lineups,,True,760462|Qatar|yusuf abdurisag
760463,2026-06-24,Canada,Ali Ahmed,ali ahmed,FW,LM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Norwich City,24,1,25.0,2000-10-10,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|ali ahmed
760463,2026-06-24,Canada,Alistair Johnston,alistair johnston,DF,RB,,1.0,True,available,1.0,1.0,False,False,False,,,,,Celtic,58,1,27.0,1998-10-08,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|alistair johnston
760463,2026-06-24,Canada,Cyle Larin,cyle larin,FW,CF-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Southampton,90,30,31.0,1995-04-17,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|cyle larin
760463,2026-06-24,Canada,Derek Cornelius,derek cornelius,DF,CD-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Rangers,44,1,28.0,1997-11-25,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|derek cornelius
760463,2026-06-24,Canada,Jonathan David,jonathan david,FW,CF-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Juventus,77,39,26.0,2000-01-14,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|jonathan david
760463,2026-06-24,Canada,Luc de Fougerolles,luc de fougerolles,DF,CD-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Dender EH,13,0,20.0,2005-10-12,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|luc de fougerolles
760463,2026-06-24,Canada,Mathieu Choinière,mathieu choiniere,MF,CM-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Los Angeles FC,23,0,27.0,1999-02-07,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|mathieu choiniere
760463,2026-06-24,Canada,Maxime Crépeau,maxime crepeau,GK,GK,,1.0,True,available,1.0,1.0,False,False,False,,,,,Orlando City SC,32,0,32.0,1994-05-11,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|maxime crepeau
760463,2026-06-24,Canada,Nathan Saliba,nathan saliba,MF,CM-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Anderlecht,15,2,22.0,2004-02-07,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|nathan saliba
760463,2026-06-24,Canada,Richie Laryea,richie laryea,DF,LB,,1.0,True,available,1.0,1.0,False,False,False,,,,,Toronto FC,75,1,31.0,1995-01-07,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|richie laryea
760463,2026-06-24,Canada,Tajon Buchanan,tajon buchanan,FW,RM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Villarreal,60,8,27.0,1999-02-08,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|tajon buchanan
760463,2026-06-24,Canada,Alfie Jones,alfie jones,DF,,,,False,available,1.0,0.0,False,False,False,,,,,Middlesbrough,2,0,28.0,1997-10-07,official_wikipedia_squads,,,True,760463|Canada|alfie jones
760463,2026-06-24,Canada,Alphonso Davies,alphonso davies,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Bayern Munich,58,15,25.0,2000-11-02,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|alphonso davies
760463,2026-06-24,Canada,Dayne St. Clair,dayne st clair,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Inter Miami CF,20,0,29.0,1997-05-09,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|dayne st clair
760463,2026-06-24,Canada,Ismaël Koné,ismael kone,MF,,,,False,available,1.0,0.0,False,False,False,,,,,Sassuolo,40,4,23.0,2002-06-16,official_wikipedia_squads,,,True,760463|Canada|ismael kone
760463,2026-06-24,Canada,Jacob Shaffelburg,jacob shaffelburg,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Los Angeles FC,31,6,26.0,1999-11-26,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|jacob shaffelburg
760463,2026-06-24,Canada,Jayden Nelson,jayden nelson,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Austin FC,14,3,23.0,2002-09-26,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|jayden nelson
760463,2026-06-24,Canada,Joel Waterman,joel waterman,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Chicago Fire FC,17,0,30.0,1996-01-24,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|joel waterman
760463,2026-06-24,Canada,Jonathan Osorio,jonathan osorio,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Toronto FC,90,10,33.0,1992-06-12,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|jonathan osorio
760463,2026-06-24,Canada,Liam Millar,liam millar,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Hull City,41,1,26.0,1999-09-27,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|liam millar
760463,2026-06-24,Canada,Moïse Bombito,moise bombito,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Nice,20,0,26.0,2000-03-30,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|moise bombito
760463,2026-06-24,Canada,Niko Sigur,niko sigur,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Hajduk Split,19,2,22.0,2003-09-09,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|niko sigur
760463,2026-06-24,Canada,Owen Goodman,owen goodman,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Barnsley,0,0,22.0,2003-11-27,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|owen goodman
760463,2026-06-24,Canada,Promise David,promise david,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Union Saint-Gilloise,10,3,24.0,2001-07-03,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|promise david
760463,2026-06-24,Canada,Stephen Eustáquio,stephen eustaquio,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Los Angeles FC,56,4,29.0,1996-12-21,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|stephen eustaquio
760463,2026-06-24,Canada,Tani Oluwaseyi,tani oluwaseyi,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Villarreal,24,2,26.0,2000-05-15,official_wikipedia_squads,espn_official_lineups,,True,760463|Canada|tani oluwaseyi
760463,2026-06-24,Switzerland,Breel Embolo,breel embolo,FW,FW,,1.0,True,available,1.0,1.0,False,False,False,,,,,Rennes,86,24,29.0,1997-02-14,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|breel embolo
760463,2026-06-24,Switzerland,Djibril Sow,djibril sow,MF,AM-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Sevilla,52,0,29.0,1997-02-06,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|djibril sow
760463,2026-06-24,Switzerland,Granit Xhaka,granit xhaka,MF,LM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Sunderland,146,17,33.0,1992-09-27,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|granit xhaka
760463,2026-06-24,Switzerland,Gregor Kobel,gregor kobel,GK,GK,,1.0,True,available,1.0,1.0,False,False,False,,,,,Borussia Dortmund,21,0,28.0,1997-12-06,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|gregor kobel
760463,2026-06-24,Switzerland,Johan Manzambi,johan manzambi,MF,AM,,1.0,True,available,1.0,1.0,False,False,False,,,,,SC Freiburg,12,3,20.0,2005-10-14,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|johan manzambi
760463,2026-06-24,Switzerland,Luca Jaquez,luca jaquez,DF,RB,,1.0,True,available,1.0,1.0,False,False,False,,,,,VfB Stuttgart,3,0,23.0,2003-06-02,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|luca jaquez
760463,2026-06-24,Switzerland,Manuel Akanji,manuel akanji,DF,CD-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Inter Milan,81,4,30.0,1995-07-19,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|manuel akanji
760463,2026-06-24,Switzerland,Nico Elvedi,nico elvedi,DF,CD-R,,1.0,True,available,1.0,1.0,False,False,False,,,,,Borussia Mönchengladbach,67,3,29.0,1996-09-30,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|nico elvedi
760463,2026-06-24,Switzerland,Remo Freuler,remo freuler,MF,RM,,1.0,True,available,1.0,1.0,False,False,False,,,,,Bologna,88,11,34.0,1992-04-15,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|remo freuler
760463,2026-06-24,Switzerland,Ricardo Rodriguez,ricardo rodriguez,DF,LB,,1.0,True,available,1.0,1.0,False,False,False,,,,,Real Betis,138,9,33.0,1992-08-25,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|ricardo rodriguez
760463,2026-06-24,Switzerland,Rubén Vargas,ruben vargas,FW,AM-L,,1.0,True,available,1.0,1.0,False,False,False,,,,,Sevilla,61,11,27.0,1998-08-05,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|ruben vargas
760463,2026-06-24,Switzerland,Ardon Jashari,ardon jashari,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Milan,8,0,23.0,2002-07-30,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|ardon jashari
760463,2026-06-24,Switzerland,Aurèle Amenda,aurele amenda,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Eintracht Frankfurt,7,0,22.0,2003-07-31,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|aurele amenda
760463,2026-06-24,Switzerland,Cedric Itten,cedric itten,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Fortuna Düsseldorf,15,5,29.0,1996-12-27,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|cedric itten
760463,2026-06-24,Switzerland,Christian Fassnacht,christian fassnacht,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Young Boys,23,5,32.0,1993-11-11,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|christian fassnacht
760463,2026-06-24,Switzerland,Dan Ndoye,dan ndoye,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Nottingham Forest,31,8,25.0,2000-10-25,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|dan ndoye
760463,2026-06-24,Switzerland,Denis Zakaria,denis zakaria,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Monaco,65,3,29.0,1996-11-20,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|denis zakaria
760463,2026-06-24,Switzerland,Eray Cömert,eray comert,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Valencia,22,0,28.0,1998-02-04,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|eray comert
760463,2026-06-24,Switzerland,Fabian Rieder,fabian rieder,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,FC Augsburg,28,1,24.0,2002-02-16,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|fabian rieder
760463,2026-06-24,Switzerland,Marvin Keller,marvin keller,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Young Boys,1,0,23.0,2002-07-03,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|marvin keller
760463,2026-06-24,Switzerland,Michel Aebischer,michel aebischer,MF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Pisa,40,2,29.0,1997-01-06,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|michel aebischer
760463,2026-06-24,Switzerland,Miro Muheim,miro muheim,DF,,,,False,available,1.0,0.0,False,False,False,,,,,Hamburger SV,10,0,28.0,1998-03-24,official_wikipedia_squads,,,True,760463|Switzerland|miro muheim
760463,2026-06-24,Switzerland,Noah Okafor,noah okafor,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Leeds United,25,2,26.0,2000-05-24,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|noah okafor
760463,2026-06-24,Switzerland,Silvan Widmer,silvan widmer,DF,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Mainz 05,60,5,33.0,1993-03-05,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|silvan widmer
760463,2026-06-24,Switzerland,Yvon Mvogo,yvon mvogo,GK,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Lorient,13,0,32.0,1994-06-06,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|yvon mvogo
760463,2026-06-24,Switzerland,Zeki Amdouni,zeki amdouni,FW,SUB,,1.0,False,available,1.0,0.0,False,False,False,,,,,Burnley,29,11,25.0,2000-12-04,official_wikipedia_squads,espn_official_lineups,,True,760463|Switzerland|zeki amdouni
